hERG_IC50,hERG_h,hERG_Bmax
12.93,1.222,99
12.58,1.211,99
9.597,1.515,88.75
13.99,1.321,99
13.98,1.315,97.65
13.76,1.392,99
13.11,1.378,99
11.11,1.34,93.29
12.78,1.281,99
13.01,1.242,99
12.15,1.411,99
8.295,1.704,83.46
9.788,1.452,87.41
7.168,1.98,77.23
12.76,1.417,99
10.2,1.431,88.58
12.19,1.435,94.9
14.22,1.362,99
14.73,1.305,99
13.14,1.35,96.31
13.03,1.284,99
11.87,1.347,92.45
13.09,1.317,99
9.2,1.762,86.56
10.25,1.4,89.87
12.02,1.404,99
8.714,1.756,80.91
12.72,1.313,99
9.939,1.456,86.95
13.03,1.241,99
13.1,1.302,99
14.01,1.303,99
12.51,1.329,96.12
14.56,1.323,99
11.57,1.302,94.67
8.27,1.719,84.04
9.479,1.555,88.18
12.11,1.423,96.36
10.05,1.388,87.75
13.3,1.439,99
9.933,1.467,88.3
13.09,1.291,99
12.08,1.359,95.84
13.62,1.378,99
7.659,1.98,79.51
11.76,1.434,92.61
9.938,1.541,87.78
11.38,1.337,91.47
13.17,1.378,99
14.74,1.21,99
13.18,1.271,99
10.44,1.396,90.35
12.7,1.378,98.48
9.658,1.517,84.81
12.84,1.371,99
11.93,1.373,90.87
10.04,1.405,88.59
11.83,1.402,95.92
9.973,1.519,86.82
11.41,1.266,94.11
12.34,1.319,93.35
8.182,1.749,81.73
9.18,1.653,84.98
13.08,1.397,97.93
9.863,1.547,87.68
12.32,1.305,99
12.17,1.35,96.72
12.77,1.325,94.9
7.531,1.98,81.16
10.73,1.475,92.28
13.25,1.239,99
13.09,1.281,99
10.11,1.52,88.02
14.05,1.373,99
9.854,1.558,86.73
9.22,1.617,85.31
12.49,1.338,99
12.1,1.267,98.65
14.54,1.233,99
13.96,1.253,99
13.73,1.343,99
13.4,1.292,99
10.76,1.406,88.61
14.36,1.351,99
13.14,1.266,99
8.833,1.637,82.34
8.848,1.662,86.19
8.926,1.434,85.45
14.33,1.345,99
11.28,1.492,95.32
12.25,1.338,97.09
12.71,1.325,99
9.16,1.524,82.15
11.27,1.446,91.67
8.001,1.888,79.7
8.585,1.596,84.27
9.75,1.489,90.1
13.51,1.314,99
9.841,1.539,87.36
12.27,1.358,93.03
8.829,1.867,78.55
12.92,1.274,99
12.72,1.299,99
8.628,1.589,86.36
13.55,1.33,99
11.9,1.297,95.12
12.78,1.214,99
12.31,1.24,99
10.84,1.45,91.78
13.86,1.283,99
9.743,1.571,84.25
9.864,1.369,87.63
8.342,1.887,79.55
9.735,1.513,90.13
12.67,1.418,99
12.69,1.29,99
10.71,1.368,89.16
11.92,1.38,93.58
11.94,1.322,93.6
13.45,1.129,99
8.199,1.902,77.78
9.575,1.567,88.39
13.96,1.247,99
10.23,1.53,89.66
13.61,1.378,99
12.52,1.26,99
10.74,1.449,90.02
11.83,1.389,94.83
14.3,1.238,99
12.47,1.371,96.47
14.08,1.256,99
9.712,1.471,84.55
14.68,1.284,99
12.13,1.402,97.61
10.16,1.513,86.72
12.19,1.364,96.56
13.46,1.328,98.3
9.106,1.566,85.53
7.717,1.948,80.03
12.39,1.468,93.19
12.28,1.291,96.31
10.66,1.481,91.97
8.862,1.779,87.47
13.07,1.388,99
10.48,1.507,92
9.346,1.671,88.46
9.918,1.491,84.12
9.566,1.612,87.12
12.68,1.348,92.1
8.959,1.613,83.21
12.8,1.3,99
12.58,1.312,99
12.68,1.294,99
13.37,1.325,99
12.83,1.227,99
9.947,1.547,88.3
13.93,1.4,99
8.468,1.687,81.64
10.58,1.466,86.84
14.84,1.266,99
13.54,1.315,96.28
10.08,1.468,90.05
13.17,1.309,99
12.29,1.313,99
9.499,1.545,89.45
11.05,1.405,91.7
13.27,1.284,99
8.937,1.597,84.43
14.22,1.179,97.9
10.26,1.618,92.7
9.373,1.595,88.84
11.75,1.319,93.7
11.08,1.43,92.48
14.2,1.299,99
13.57,1.296,97.24
11.95,1.348,95.11
13.63,1.304,99
12.73,1.317,99
12.54,1.399,99
11.55,1.377,91.01
11.31,1.308,91.88
12.86,1.338,99
12,1.335,99
10.49,1.502,90.81
13.3,1.314,99
9.931,1.47,90.51
13.32,1.349,99
10.51,1.392,90.54
8.765,1.692,81.18
14.93,1.28,99
12.35,1.298,99
9.078,1.692,81.75
9.283,1.575,86.95
13.44,1.387,99
12.84,1.345,99
12.06,1.359,98.85
14.08,1.27,99
11.66,1.326,92.1
13.51,1.331,99
10.93,1.379,94.75
11.73,1.308,93.29
15.05,1.338,99
8.768,1.634,80.38
8.134,1.622,87.08
12,1.349,98.19
9.125,1.583,85.78
9.806,1.452,89.75
13.9,1.294,97.22
12.85,1.306,99
9.729,1.549,90.94
10.55,1.437,89.46
13.64,1.279,99
11.44,1.35,91.21
12.55,1.381,99
13.42,1.415,99
12.1,1.394,95.1
13.96,1.349,99
14.74,1.2,99
10.99,1.508,92.23
12.5,1.248,99
9.759,1.511,89.82
10.98,1.359,92.13
13.13,1.271,99
9.839,1.62,86.62
9.23,1.662,87.94
13.9,1.221,99
13.78,1.193,99
10.37,1.343,89.38
12.53,1.384,99
9.794,1.549,86.43
8.563,1.62,82.66
12.05,1.381,94.49
12.88,1.346,99
12.58,1.375,99
11.91,1.239,94.01
9.691,1.495,85
9.007,1.55,86.12
13.27,1.323,99
8.192,1.698,80.63
9.547,1.457,84.99
12.31,1.289,99
12.02,1.296,99
9.904,1.409,89.15
13.24,1.237,99
9.099,1.51,87.14
9.716,1.578,89.63
12.34,1.405,99
12.75,1.273,97.31
12.56,1.342,99
12.28,1.357,96.65
12.76,1.379,99
14.12,1.293,99
