ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
21570000,0.6528,207.6,1.411,553800000,1.468,5158000,0.6626,1451,1.301,8.77e+09,1.007,15.61,1.213
375800,1.363,9.019e+09,1.709,1057,1.436,1.163e+09,0.9981,506200,0.9493,4098000,1.925,17.13,1.192
43400,1.267,1711000,1.81,13990000,1.894,7.661e+09,1.003,1.48e+08,1.851,5.229e+09,1.157,15,1.3
66020,1.454,614,1.936,82610,0.8882,35950,0.7275,2871000,1.875,2.428e+09,1.153,11.81,1.608
4.768e+09,1.575,3.97e+08,0.9728,6989,1.86,5006,1.337,12520000,1.944,57060000,1.347,16.86,1.898
7.601e+09,0.9161,38210000,1.795,615400,1.436,622000,1.132,1.79e+08,0.7098,16720,1.333,14.32,1.832
1049000,1.405,2461000,1.584,835300000,0.565,57890000,1.994,76080,0.5671,243600,1.299,11.83,1.374
1.076e+09,1.138,1573000,1.402,5.361e+09,0.807,184800000,1.803,54360,1.756,316400000,1.089,14.45,1.47
3.417e+09,0.8646,28970000,1.814,235700,1.453,964500,1.946,16240,1.857,3099000,1.936,11.83,1.166
100800000,1.923,4611,0.8954,1206,1.895,2.046e+09,1.265,1778,1.423,145500000,1.502,10.41,1.772
570200000,1.574,1308,1.545,1117000,0.9292,107500,1.616,7197,0.528,68630000,0.7232,15.09,1.435
5508,1.126,52510,0.9375,2449000,0.7569,110200,0.6418,29020,0.8185,2669,1.327,13.42,1.518
7766000,0.8445,2.493e+09,0.6471,7.71e+09,1.106,5760,1.957,33990000,0.5766,4.956e+09,1.462,13.97,1.376
1.556e+09,1.327,1.309e+09,0.5734,54670,1.829,5514000,1.283,489600,0.8728,2961000,1.98,14.16,1.307
7.391e+09,1.354,1884000,0.7713,3909000,1.022,1.063e+09,1.267,1561,1.32,7009000,1.996,11.5,1.616
31970000,1.231,2.088e+09,1.308,407400,0.7248,1310,1.339,106300,0.5143,14080,1.047,11.89,1.502
40240000,0.81,52350000,1.511,498500000,0.8782,2.555e+09,1.947,2236,0.7611,4845,1.085,16.04,1.193
11340000,1.404,435400000,1.381,124700,1.378,2.668e+09,1.465,1015000,1.005,2540,1.363,13,1.204
587800000,1.227,104400,0.9743,5.442e+09,1.991,20990,1.192,189100,0.6076,10930,0.906,15.22,1.902
170800,0.6923,368600,1.706,241500,0.7483,77040,0.9567,1889000,1.142,6.578e+09,0.6742,14.18,0.9596
687400000,1.978,1.213e+09,1.406,2.337e+09,1.495,7152000,0.9525,2.946e+09,1.284,1186000,1.778,12.33,1.617
51520000,1.429,411600000,0.7202,1.283e+09,1.265,13400000,1.071,318300000,1.545,1865,1.933,12.74,1.261
1494,1.836,4808000,1.213,54220,0.8234,16010000,0.5116,1.147e+09,1.012,14130,1.446,13.26,1.655
1.077e+09,1.14,44260,1.027,349700,0.6943,2945000,0.8754,37960,0.6784,3175,1.546,13.88,1.256
462900000,0.8369,1421000,1.735,887900,1.139,80780,0.6419,14500,1.325,4250,1.368,12.17,1.561
66430000,0.8154,4.937e+09,0.5319,57960,1.512,81680000,1.098,25350000,1.543,149300000,0.8289,17.22,1.675
4098000,0.5527,40950000,1.262,596300,1.29,11770000,0.8726,4784,0.8403,62250,1.029,13.85,1.632
1292000,0.7171,3.608e+09,0.8525,643600,0.7986,11040000,1.701,15800,1.735,2171000,0.7067,13.74,1.438
1074000,1.464,448900000,0.769,868800,1.7,9.434e+09,1.45,4350000,0.7696,347300,1.745,12.4,1.496
44910,0.5257,5.238e+09,0.9332,8117,0.905,71590000,1.517,2336000,0.8168,2.982e+09,0.724,15.12,1.69
71640,0.8884,27160000,0.7125,575.4,1.643,35870,1.085,33650000,1.058,729100000,0.522,11.11,1.727
594600000,0.8096,1151,0.9263,5748,1.371,152700000,1.481,360900000,1.049,1190000,0.8207,12.51,1.813
8.326e+09,1.761,1.496e+09,0.581,22640000,1.103,2.304e+09,1.898,60600,0.7265,1097000,1.152,10.95,1.107
15270000,1.564,932500000,0.5294,4.283e+09,1.131,14680,1.488,61260,0.8054,3.689e+09,0.9741,9.626,1.434
2.721e+09,0.8782,2.68e+09,0.5999,8.401e+09,0.9685,6139,0.9241,653,1.186,709700000,1.229,16.61,1.402
7102000,0.9585,751100000,1.121,1.472e+09,1.386,4541,0.8303,34410,1.666,1133000,0.8299,20.07,1.02
