ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
15680000,1.798,21100,1.496,5532,1.798
2985000,1.768,21740,1.25,5653,1.863
650500000,1.596,22230,1.166,6198,1.582
17810000,0.5197,20400,1.37,5182,1.665
561900000,1.916,24550,1.359,8412,1.785
1.779e+09,0.9377,24170,1.167,6744,1.879
548300000,0.9466,28040,1.086,7025,1.843
18850000,0.9356,26010,1.16,8039,1.939
735300000,1.163,27810,1.061,5828,1.62
5373000,1.82,23160,1.259,5817,1.582
10450000,1.484,17080,1.953,6051,1.745
6.994e+09,1.313,21380,1.386,5556,1.869
4.592e+09,1.352,18250,1.529,6728,1.999
123200000,0.6283,22460,1.376,7072,1.89
8005000,1.887,22370,1.231,7534,1.848
2159000,0.7258,20450,1.663,7605,1.783
160800000,0.6478,18770,1.492,6860,1.717
252800000,1.386,24840,1.203,7491,1.86
829600,1.115,21600,1.298,6089,1.875
296300,1.44,27330,1.148,5905,1.853
17970000,1.758,26730,1.07,6374,1.892
395500,1.81,28170,1.102,6013,1.66
846800,1.948,19080,1.709,6547,1.509
151600000,0.7856,19220,1.91,6368,1.634
8.46e+08,1.256,17500,1.933,7321,1.614
18090000,1.563,17100,1.854,9363,1.768
466500,0.897,18660,1.796,6658,1.804
5.462e+09,1.331,19960,1.557,6554,1.936
1.993e+09,1.391,24420,1.317,4540,1.907
138100000,0.5768,19560,1.756,6262,1.916
30250000,0.7914,23170,1.332,6287,1.749
9.877e+09,0.8438,18130,1.771,7000,1.936
29040000,1.728,19230,1.731,5781,1.729
2212000,1.19,19090,1.638,5526,1.954
139200000,1.173,31680,1.005,6113,1.985
5.247e+09,1.819,29010,1.058,6168,1.445
8.821e+09,1.92,20350,1.481,8562,1.814
2.239e+09,1.514,22990,1.247,5738,1.229
498500000,1.053,22490,1.438,4839,1.773
193800000,1.323,23250,1.38,6382,1.567
560600,1.783,22780,1.179,7247,1.843
1.16e+08,1.831,18480,1.618,7295,1.853
49890000,1.851,17870,1.833,5716,1.788
9893000,1.526,19960,1.596,5836,1.965
622400,1.194,19540,1.756,9024,1.807
3919000,1.166,25390,1.261,8607,1.826
279100000,1.936,18430,1.597,6620,1.944
1.155e+09,1.333,18440,1.704,5903,1.959
568200,1.577,24930,1.137,7719,1.865
8.332e+09,0.8297,20430,1.522,6838,1.465
8723000,1.377,18200,1.786,5635,1.732
214100,1.964,21630,1.421,5806,1.926
3001000,1.529,23210,1.367,6716,1.996
24780000,0.5602,20880,1.573,6331,1.927
90150000,0.7849,22270,1.489,7018,1.555
9.285e+09,0.8502,19730,1.572,7071,1.924
1.368e+09,0.9086,20520,1.333,4828,1.645
8277000,1.478,24080,1.363,5662,1.882
682900000,0.9266,21350,1.257,6070,1.851
2085000,1.581,19780,1.606,6306,1.921
1355000,1.433,19340,1.51,6760,1.861
1.845e+09,0.6576,17360,1.657,7552,1.676
89350,1.579,22870,1.251,7715,1.842
3841000,1.118,21710,1.415,6517,1.595
