ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
8.96,0.516,44560,1.833,8576,1.461
8.418,0.5003,45310,1.704,7913,1.89
8.524,0.5012,45040,1.796,8099,1.783
6.648,0.5438,46340,1.7,8280,1.466
9.069,0.5042,45900,1.857,8254,1.549
7.595,0.512,48410,1.835,8440,1.798
6.81,0.5324,45200,1.937,8577,1.635
8.836,0.5028,46980,1.935,7008,1.854
7.367,0.5118,45770,1.877,8467,1.811
9.173,0.5007,46660,1.594,8730,1.522
9.65,0.5203,43260,1.821,8369,1.807
6.752,0.5321,44040,1.922,7807,1.879
5.608,0.5001,45490,1.686,7350,1.932
10.85,0.5093,44840,1.88,8087,1.977
7.993,0.5249,49730,1.814,7029,1.739
10.58,0.519,47100,1.816,8031,1.808
7.563,0.5129,47700,1.909,8142,1.722
6.715,0.5662,45230,1.746,8031,1.415
6.849,0.5748,46130,1.895,7719,1.52
6.166,0.5338,49250,1.721,7776,1.888
7.672,0.5156,43750,1.673,7747,1.626
8.549,0.5112,46690,1.803,7124,1.614
8.136,0.5028,49280,1.975,7071,1.712
8.314,0.5091,44730,1.95,8411,1.688
7.69,0.5153,40600,1.749,7956,1.88
6.723,0.5598,47780,1.964,7791,1.967
6.498,0.5132,46890,1.972,6943,1.646
10.83,0.502,46160,1.664,6098,1.297
8.029,0.5723,44900,1.956,9935,1.865
7.953,0.5518,46320,1.869,7493,1.851
7.251,0.5636,46730,1.821,6585,1.858
8.176,0.5237,46120,1.956,8566,1.674
7.376,0.5023,46750,1.933,7942,1.427
7.742,0.5006,44540,1.974,6929,1.6
8.127,0.5058,47440,1.687,7074,1.658
6.918,0.5008,45800,1.945,9180,1.588
8.339,0.5429,46140,1.979,7428,1.913
7.641,0.5411,44340,1.944,8355,1.985
8.988,0.5025,46420,1.854,8036,1.751
7.799,0.6013,45770,1.687,8172,1.689
10.15,0.5193,47730,1.931,7609,1.813
9.276,0.5224,45050,1.946,7065,1.962
7.336,0.5027,49630,1.865,6820,1.313
7.664,0.5209,48620,1.738,7648,1.62
7.907,0.5042,47390,1.788,8182,1.846
9.981,0.5189,44160,1.994,7643,1.678
7.158,0.5323,46980,1.938,7696,1.534
7.1,0.5118,46930,1.887,7657,1.261
8.369,0.5204,47010,1.806,8312,1.769
7.849,0.5314,47530,1.876,8203,1.973
6.669,0.5144,45560,1.852,8250,1.774
5.834,0.5058,47550,1.978,8525,1.636
6.739,0.5014,46390,1.961,8775,1.731
10.28,0.5243,43780,1.923,8045,1.901
8.192,0.5153,47230,1.683,9503,1.728
9.245,0.5188,46450,1.792,9494,1.963
8.374,0.5098,45700,1.76,7433,1.85
8.409,0.5021,45990,1.847,8317,1.737
7.072,0.5042,45030,1.698,7444,1.459
8.762,0.5015,46450,1.967,6690,1.866
8.52,0.5064,48370,1.937,7885,1.976
8.703,0.5009,46800,1.684,6949,1.767
7.305,0.529,44410,1.769,7387,1.995
8.484,0.5896,44730,1.713,8126,1.678
8.144,0.5029,45650,1.953,9185,1.722
8.159,0.5275,46580,1.959,6947,1.282
9.773,0.5466,46780,1.778,8420,1.667
5.585,0.502,46310,1.998,7890,1.664
7.258,0.5231,45280,1.903,7381,1.919
10.22,0.5068,45720,1.847,9236,1.515
