ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h,hERG_IC50,hERG_h
5993,0.9838,11490,1.106,378.8,1.102,44.15,1.075
11970,0.7064,8984,1.024,380.3,0.7577,44.1,1.106
9729,0.9824,7283,0.9504,604.6,1.011,44.52,1.142
13630,0.5875,6929,0.9009,407.9,0.7877,42.5,1.207
7081,0.7573,8436,1.071,476.4,0.999,42.6,1.178
7876,0.9411,7751,0.845,603.8,0.9069,40.3,1.115
7584,0.7872,10180,1.089,653,1.223,42.41,1.085
5295,0.774,7727,1.494,674.9,1.131,46.28,1.122
6366,0.9866,5130,1.129,560.3,0.9398,54.41,1.021
10040,1.078,8097,1.205,495.7,1.166,43.32,1.059
