Kmax,Ku,n,halfmax,Vhalf,slope
61.24,0.01522,0.9257,126200,-87.74,0.0004853
64920,0.01193,0.9048,120400000,-96.8,0.0005392
30.59,0.01842,1.006,136500,-84.76,0.0002241
106.7,0.01854,0.8817,152100,-90.26,0.0007015
72390,0.01377,0.8844,108500000,-99.18,0.0006672
100.9,0.02152,0.9746,348300,-95.4,0.0002897
26.27,0.1063,1.09,232400,-145,0.000113
235.4,0.009384,1.01,1157000,-90.83,0.0002035
79.93,0.01581,0.8922,127100,-98.8,0.0006289
55.41,0.9913,0.9173,108900,-156.2,0.0005088
95.96,0.01645,0.954,275400,-86.89,0.0003484
703.6,0.01208,0.908,1353000,-87.4,0.00052
45.26,0.01205,1.029,270900,-79.64,0.0001671
46.17,0.01517,0.9823,176300,-84.78,0.0002619
66.74,0.01538,0.9252,142700,-90.06,0.0004677
31.27,0.02001,1.019,141000,-180,0.0002218
32.33,0.02093,0.9936,122900,-90.92,0.0002631
28.29,0.9729,0.9752,89640,-90.38,0.0003156
257.9,0.01686,0.8618,322200,-84.2,0.0008004
32.32,0.02309,0.9577,89730,-99.14,0.0003602
64.57,0.1077,0.9682,206000,-152.2,0.0003134
304.8,0.01205,0.9292,658600,-94.53,0.0004628
33.97,0.01505,1.07,274000,-81.73,0.000124
159.2,0.0202,0.9363,382600,-163.3,0.0004161
58.32,0.3297,1.004,263600,-162,0.0002212
67.17,0.02022,0.9924,263900,-147.6,0.0002545
43.97,0.01671,0.8991,72620,-89.97,0.0006055
162.8,0.01307,0.9449,430500,-81.45,0.0003782
33.43,0.02317,0.9533,94840,-82.05,0.0003525
26.29,0.0147,1.047,179300,-81.73,0.0001466
38.26,0.01538,1.017,181900,-93.02,0.0002103
24.09,0.0214,1.165,388400,-166.3,6.202e-05
270100,0.01493,0.9108,536500000,-84.89,0.0005034
72.71,0.01425,0.9486,204400,-86.51,0.0003557
2666,0.0174,0.8718,3662000,-83.13,0.000728
259.6,0.9798,0.9194,547700,-105.6,0.000474
537.6,0.01322,0.9194,1071000,-89.59,0.000502
48110,0.01479,0.9084,93790000,-89.95,0.000513
50.55,0.01857,0.9825,197600,-84.96,0.0002558
143500,0.01302,0.9201,301100000,-85.75,0.0004766
25.97,0.025,1.047,150800,-96.28,0.0001722
28.87,0.9996,0.9688,93600,-87.99,0.0003084
182.4,0.9886,0.882,273800,-89.79,0.0006662
30.18,0.01304,1.048,186400,-87.68,0.0001619
32.63,0.03655,0.9098,58320,-88.86,0.0005595
283.5,0.03054,0.8356,275300,-86.69,0.00103
23.94,0.02363,1.031,120700,-105.5,0.0001983
24.68,0.9748,1.026,122900,-166.4,0.0002008
53.77,0.01597,0.9738,163200,-101.2,0.0003295
29.24,0.02656,1.025,151400,-86.53,0.0001931
31.03,0.02602,1.044,194100,-96.16,0.0001599
43.86,0.01502,0.992,180600,-84.3,0.0002429
249.5,0.02319,0.8132,192600,-91.58,0.001295
32.38,1,0.986,119500,-82.42,0.000271
40.75,0.02109,1.018,205800,-86.84,0.000198
181300,0.4144,0.8466,205100000,-88.51,0.000884
168.7,0.07135,0.9434,410900,-157.9,0.0004106
20.17,0.01707,1.166,361100,-93.06,5.586e-05
27.65,0.02104,1.084,229100,-154.5,0.0001207
71.63,0.01372,0.9369,168800,-84.94,0.0004243
167.8,0.02397,0.8776,237700,-89.89,0.0007059
27.83,0.236,1.104,285800,-164.8,9.738e-05
32.47,0.01549,1.044,189400,-86.58,0.0001714
540700,0.03097,0.8583,682500000,-83.03,0.0007922
50.73,0.09305,0.9169,96580,-161.2,0.0005253
62.44,0.4433,1.018,307000,-156,0.0002034
6628,0.01786,0.9251,14410000,-102.9,0.00046
159500,0.9726,0.8466,182900000,-88.85,0.0008721
83.64,0.06252,0.9057,142200,-166.8,0.0005882
76.99,0.01835,0.9294,166600,-87.76,0.0004621
653500,0.0188,0.8745,889500000,-88.84,0.0007347
36.54,0.9965,0.9638,101800,-143.4,0.0003589
18.93,0.6868,1.105,196300,-87.48,9.643e-05
24.4,0.9902,1.026,129100,-163.6,0.000189
97.87,0.01103,0.9701,308500,-99.34,0.0003172
34.42,0.02524,1.015,156000,-93.69,0.0002206
56010,0.119,0.893,89690000,-88.58,0.0006245
45.31,0.0242,0.9286,101900,-85.2,0.0004447
22.2,0.9999,1.063,143000,-161.8,0.0001552
48.97,0.0214,0.9262,105800,-81.35,0.0004629
37.2,0.9736,0.9995,151400,-148.9,0.0002457
36.71,0.02691,0.9352,76700,-153.3,0.0004786
278300,0.03847,0.7859,181300000,-92.24,0.001535
1871,0.01347,0.8948,3400000,-85.59,0.0005503
54.64,0.01594,0.9369,132400,-84.7,0.0004127
94.3,0.01896,0.8839,140900,-85.91,0.0006693
38.28,0.01537,1.006,158100,-108.9,0.0002421
27.41,0.01507,1.134,366300,-86.91,7.483e-05
90.53,0.992,0.831,81560,-86.68,0.00111
38.41,0.1686,0.9542,94330,-158,0.0004072
26.52,0.01734,0.9913,93360,-93.85,0.0002841
237.7,0.01483,0.8539,259300,-91.1,0.0009167
39.71,0.9835,0.8737,49800,-178,0.0007974
106.3,0.0151,0.8634,119300,-96.48,0.000891
80.65,0.06916,0.9405,199200,-155.4,0.0004049
108.1,0.0282,0.9167,201400,-164.5,0.0005367
128.5,0.0143,0.9084,239200,-97.07,0.0005372
105.1,0.01957,0.8967,185200,-84.28,0.0005675
55.7,0.0185,0.9426,137300,-86.49,0.0004057
57.73,0.01454,0.976,193000,-147.1,0.0002991
31.84,0.9583,1.057,222400,-188.1,0.0001432
129500,0.01521,0.8537,141300000,-86.72,0.0009165
93.36,0.01816,0.9475,248700,-83.75,0.0003754
44.69,0.02415,0.964,130900,-163,0.0003414
30.66,0.9998,0.9963,121100,-90.86,0.0002532
39.04,0.9204,1.069,295400,-105.4,0.0001322
110.7,0.7331,0.8608,147100,-81.92,0.0007525
63.07,0.1076,1.001,278000,-190.6,0.0002269
