ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
5279,1.698,12830,1.359,2652,0.6256
4573,1.71,12420,1.423,3621,0.7303
5163,1.907,13400,1.095,8249,0.7235
4531,1.347,13000,1.012,2917,0.9828
5031,1.726,13520,1.257,2916,0.8838
5392,1.434,14330,1.019,4591,0.6482
5295,1.886,13430,1.142,5466,0.5739
4115,1.457,12970,1.146,4047,0.9622
4609,1.219,13980,1.005,3210,0.9112
4527,1.507,15250,1.135,3423,0.6324
5097,1.768,13260,1.033,2910,0.7424
5426,1.726,13420,1.181,4881,0.5575
4742,1.725,14470,0.9901,3505,0.6085
4802,1.495,13550,1.025,3044,0.6859
5294,1.756,13590,1.131,3056,0.6121
4995,1.637,13690,1.216,4879,0.7221
4700,1.233,13190,1.263,4291,0.7922
5527,1.507,13080,1.046,4306,0.737
4269,1.747,12650,1.278,3854,0.7114
4084,1.639,12540,1.264,3188,0.9116
4427,1.614,12410,1.186,4121,1.024
5557,1.707,14350,1.093,3436,0.5382
5076,1.649,15300,0.9539,4842,0.6848
5039,1.919,13060,0.9922,2957,0.9023
4779,1.505,12200,1.298,3373,0.8759
5199,1.606,12310,1.635,3767,0.5976
4703,1.592,13450,1.123,6815,0.531
5270,1.624,13950,1.102,3688,0.6056
4050,1.661,12880,1.039,3209,0.7549
3895,1.48,13650,1.036,3778,0.7586
4877,1.503,13470,1.131,3856,0.7462
4635,1.612,12190,1.428,6840,0.7121
4828,1.932,13260,1.15,3483,0.6312
4597,1.586,14060,1.323,2910,0.6236
5128,1.691,12870,1.547,3048,0.6459
4920,1.636,12610,1.257,2863,0.705
4200,1.391,12670,1.141,4092,0.9317
4298,1.679,14220,1.027,5345,0.7995
4753,1.598,15340,0.9565,6541,0.6372
4921,1.7,12750,1.115,3525,1.067
5144,1.529,13040,1.195,5637,0.6422
5234,1.432,13100,1.197,2618,0.9513
5122,1.612,13820,1.149,5378,0.5755
5123,1.59,13230,1.153,4507,0.6533
5061,1.749,12720,1.196,2379,0.8239
4947,1.998,12240,1.199,5260,0.6616
4149,1.641,12970,1.135,2953,0.8413
5731,1.77,14480,1.29,2791,0.7107
5424,1.864,13430,1.294,3012,0.5598
7013,1.87,15580,0.9762,2799,0.7131
4097,1.786,12780,1.301,4257,0.5712
5071,1.718,14440,1.108,4647,1.209
5152,1.948,12330,1.535,3087,1.26
4546,1.413,12810,1.253,6523,1.038
4449,1.639,13650,1.038,5227,0.9645
3998,1.563,13730,1.088,4584,0.6294
5264,1.528,13220,1.258,3429,0.6723
4292,1.521,12920,1.114,3307,0.8164
4605,1.565,13260,1.108,4969,0.8721
5307,1.928,12810,1.067,3405,0.9285
4368,1.475,13900,1.061,6091,0.6926
4888,1.469,12500,1.357,4355,0.5787
5268,1.964,12510,1.162,3649,0.6742
4759,1.446,12530,1.086,3275,0.5799
