ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
247.5,0.9126,25560,0.8278,5882,0.8627
270.7,0.9055,28620,0.9366,10810,0.6062
302.8,0.7442,17350,0.974,15610,0.5334
268.3,0.9116,6889,1.508,18090,0.5508
243.9,1.17,12930,1.082,11570,0.6153
224,0.9386,4620,1.84,42560,0.5106
224.4,1.047,12980,0.9785,6413,0.6943
220.2,0.7674,9358,1.131,5521,0.7496
192.9,0.7416,7672,1.479,16710,0.5566
289,0.7362,5939,1.427,13300,0.5379
236.9,1.004,8686,1.383,11670,0.579
220.1,0.8803,9602,1.172,13110,0.5167
246.7,1.025,11210,1.173,9568,0.6226
253.6,0.8378,14800,1.016,12190,0.5952
254.2,0.9594,10360,1.157,13180,0.5083
247.9,0.8441,16750,0.8878,9814,0.6081
260.1,0.8384,14950,1.073,23610,0.5092
244,0.8833,7525,1.264,12160,0.5528
226.8,0.8935,15120,0.9801,13550,0.5306
257.5,0.8957,7315,1.201,17230,0.5476
252.9,0.8165,23590,0.9825,9891,0.516
238.3,1.044,5965,1.536,15580,0.5607
262.9,0.7551,16360,0.961,5058,0.8607
263.8,0.8944,12840,1.171,6652,0.7152
259,0.8831,14710,0.9682,8539,0.5893
233.9,0.8247,49530,0.7701,6093,0.7893
305.6,0.7719,38270,0.6991,6578,0.7436
219.1,0.8222,6565,1.277,8109,0.7863
252.7,0.8995,11570,1.068,24470,0.5543
279.9,0.8382,18950,0.9547,16260,0.5101
248.5,0.8309,4337,1.756,9059,0.5248
244.1,0.7417,5044,1.853,14690,0.6564
255.4,0.6789,7772,1.317,14520,0.5494
281.6,0.9472,8923,1.398,7886,0.7057
