ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
9727,1.551,6365000,1.017,13190000,1.939
312800,1.53,771800000,1.924,971900,1.966
165000,0.951,30730000,1.2,376300,0.6393
647400000,0.986,1522000,0.5526,246400000,1.1
5.496e+09,1.164,111300,1.902,807100,1.188
47950000,1.982,19390000,0.769,1640000,1.182
54620000,1.226,48380000,0.7653,4.323e+09,0.92
6.75e+09,0.8069,213700000,0.5632,8.72e+09,1.539
2660000,1.273,10380,1.413,947600000,0.7439
503400,1.524,17920000,1.968,2347000,1.886
143800,1.285,144300000,1.808,620300,1.269
79910000,1.044,4.257e+09,1.685,6964000,0.6441
727500000,1.635,5427,1.764,35290000,1.393
785700000,1.839,1302,1.963,3057,1.85
1.508e+09,1.301,5.177e+09,1.095,349100,1.691
21720000,1.76,92000,1.245,192100000,1.722
1.999e+09,1.431,662000,1.205,80860000,1.953
1.685e+09,0.5341,1980000,0.6509,1.53e+09,1.89
1.084e+09,1.359,2977000,1.121,19330,1.929
1.41e+08,0.64,77680,0.8374,498800000,1.272
1.201e+09,1.131,2847000,0.7734,1.011e+09,0.5827
3276000,1.136,5918000,0.9456,219700000,1.73
694000,1.065,77200000,0.653,181800000,1.424
155900000,0.5909,2053000,1.378,54600000,0.5102
624800,1.081,1826000,1.675,9332000,1.189
18430,1.727,170800,1.698,746400,1.508
10060,1.973,4512,1.298,600300,1.829
9033,1.486,1.86e+08,1.189,197000,0.8872
1237000,1.181,10270000,1.261,30070,1.085
226800000,1.884,4942000,1.909,784200,1.552
35100000,1.989,392300000,0.7189,156000,1.821
3246000,1.402,433500000,0.8812,1096000,1.007
2.799e+09,1.105,2519000,1.447,42140000,1.061
117700,1.048,8023000,0.8074,151000,1.101
2.658e+09,0.5708,3.981e+09,1.396,848200000,0.85
202700,0.8501,625400000,0.9616,64800000,0.7883
