Kmax,Ku,n,halfmax,Vhalf,slope
14300,0.01611,0.7844,82040000,-61.18,0.0001743
8.866,0.01149,0.9362,254700,-66.23,3.481e-05
367400,0.02994,0.6763,626600000,-55.24,0.0005863
69730,0.02226,0.8324,645500000,-70.91,0.000108
21600,0.0165,0.832,185200000,-63.86,0.0001166
80000,0.02387,0.7482,3.1e+08,-12.87,0.0002581
23380,0.02219,0.7583,103400000,-70.03,0.0002261
106400,0.01486,0.6876,213800000,-62.38,0.0004977
118300,0.04875,0.8066,942600000,-73.13,0.0001255
18980,0.02233,0.771,81490000,-69.12,0.0002329
165800,0.02085,0.6833,299200000,-47.79,0.0005541
31360,0.04653,0.8876,684900000,-59.71,4.579e-05
68330,0.01415,0.6669,115700000,-14.99,0.0005906
55310,0.02342,0.7954,340300000,-72.87,0.0001625
126400,0.036,0.6986,277800000,-16.39,0.000455
96570,0.05883,0.7459,359500000,-70.2,0.0002686
20780,0.02865,0.8844,395900000,-14.76,5.249e-05
42300,0.02193,0.8189,3.87e+08,-67.3,0.0001093
21090,0.02847,0.8118,163100000,-69.6,0.0001293
101600,0.1262,0.6736,152400000,-68.85,0.0006667
28970,0.0465,0.7784,146800000,-74.33,0.0001973
16.84,0.5188,0.8077,120000,-7.259,0.0001403
116800,0.02381,0.6579,161300000,-74,0.0007241
122600,0.02512,0.7794,630200000,-17.88,0.0001945
95500,0.02758,0.8266,941700000,-20.77,0.0001014
9868,0.05791,0.6938,17760000,-55.12,0.0005556
134700,0.05813,0.7563,552800000,-73.45,0.0002437
45400,0.02696,0.7891,3.11e+08,-68.88,0.000146
230500,0.01522,0.7574,983800000,-56.17,0.0002343
113100,0.02274,0.7761,626800000,-10.86,0.0001804
190300,0.01187,0.7537,906200000,-9.172,0.00021
50220,0.02433,0.7038,102900000,-67.72,0.000488
53100,0.01485,0.7671,2.73e+08,-25.73,0.0001945
102800,0.04271,0.7211,250400000,-71.32,0.0004105
107700,0.01292,0.7244,364200000,-15.72,0.0002957
71560,0.02428,0.7577,296400000,-60.2,0.0002414
68660,0.02213,0.725,1.99e+08,-70.55,0.000345
128800,0.04739,0.8029,978900000,-14.09,0.0001316
50870,0.04722,0.7533,184900000,-70.06,0.0002751
44940,0.04912,0.7231,124100000,-71.92,0.0003621
41500,0.01028,0.7039,110400000,-6.911,0.0003759
22900,0.02151,0.7213,60940000,-71.33,0.0003758
99810,0.04389,0.7121,206800000,-67.68,0.0004826
