Kmax,Ku,n,halfmax,Vhalf,slope
7.361,4.911e-05,0.6441,2.446,-24.44,3.009
21.59,4.296e-05,0.5244,10.51,-79.54,2.054
6.83,4.992e-05,0.6573,2.151,-51.48,3.175
17.83,4.237e-05,0.54,7.788,-69.97,2.289
13.04,3.883e-05,0.5621,4.845,-62.69,2.691
13.03,4.843e-05,0.5409,5.26,-17.98,2.477
10.31,4.291e-05,0.5957,3.987,-72.53,2.586
28.92,5.037e-05,0.5,15.34,-53.75,1.885
31.63,4.091e-05,0.5265,16.02,-79.53,1.974
11.95,4.558e-05,0.5819,4.709,-35.53,2.538
6.568,3.842e-05,0.7721,1.431,-57.4,4.59
12.63,4.159e-05,0.5304,5.014,-72.38,2.519
7.856,4.113e-05,0.6728,2.36,-67.82,3.329
20.42,4.677e-05,0.5264,9.858,-67.5,2.071
14.2,3.475e-05,0.6177,5.86,-92.32,2.423
13.36,4.1e-05,0.5576,5.338,-73.26,2.503
29.42,4.043e-05,0.5366,14.84,-79.61,1.982
10.32,3.973e-05,0.5872,3.567,-61.78,2.893
8.422,4.054e-05,0.6877,2.623,-64.94,3.211
6.68,4.28e-05,0.7128,1.907,-61.98,3.503
14.45,4.563e-05,0.5128,6.233,-69.94,2.318
24.65,4.144e-05,0.5267,11.03,-31.83,2.235
13.06,4.025e-05,0.5568,5.415,-72.56,2.412
12.76,4.167e-05,0.5629,4.932,-49.38,2.587
16.67,3.657e-05,0.5264,6.665,-77.17,2.501
7.888,4.382e-05,0.6445,2.306,-11.69,3.421
11.32,3.736e-05,0.644,4.591,-85.87,2.466
13.24,3.817e-05,0.5743,4.792,-65.36,2.763
11.49,4.449e-05,0.5769,4.631,-71.83,2.481
16.19,3.527e-05,0.5479,6.259,-78.84,2.587
12.02,3.746e-05,0.5724,4.575,-75.86,2.627
10.16,4.033e-05,0.6077,3.498,-63.05,2.905
7.197,3.919e-05,0.6495,1.972,-68.34,3.65
10.77,4.685e-05,0.5784,4.175,-34.05,2.58
26.06,4.572e-05,0.5208,13.06,-65.01,1.995
20.16,4.294e-05,0.5307,8.918,-28.49,2.261
11.05,3.966e-05,0.5765,4.082,-74.87,2.707
12.04,4.067e-05,0.5646,4.686,-72.93,2.569
26.05,4.454e-05,0.515,12.24,-16.25,2.128
10.52,4.377e-05,0.5727,4.197,-67.55,2.507
90.47,3.619e-05,0.5002,44.58,-86.17,2.029
22.93,4.826e-05,0.5308,10.5,-6.32,2.184
12.72,4.453e-05,0.5704,5.378,-70.52,2.365
19.78,4.327e-05,0.5108,9.398,-79.09,2.105
12.21,4.039e-05,0.5656,5.129,-81.27,2.381
12.16,4.132e-05,0.552,4.826,-72.41,2.52
24.51,4.288e-05,0.529,11.01,-30.28,2.226
12.72,4.294e-05,0.6221,5.463,-70.03,2.328
6.264,4.036e-05,0.6741,1.562,-69.95,4.01
11.65,4.113e-05,0.5771,4.531,-75.44,2.571
9.215,4.672e-05,0.5564,3.314,-39.33,2.781
14.52,4.958e-05,0.54,6.776,-54.69,2.143
12.2,3.961e-05,0.6027,4.913,-74.23,2.483
13.62,4.125e-05,0.5851,5.731,-72.73,2.377
15.49,4.526e-05,0.5587,7.319,-64.98,2.116
12.97,3.501e-05,0.6281,5.169,-97.81,2.509
14.68,4.406e-05,0.5741,6.307,-18.27,2.328
8.122,4.62e-05,0.6378,2.702,-54.71,3.006
8.356,4.363e-05,0.6497,3.072,-72.22,2.72
8.596,4.666e-05,0.6046,3.087,-29.73,2.785
16.09,4.652e-05,0.5683,7.867,-76.21,2.045
12.39,4.399e-05,0.5472,4.9,-72.27,2.529
12.73,4.201e-05,0.5809,5.208,-71.81,2.444
12.58,3.899e-05,0.609,5.361,-86.18,2.347
10.33,4.185e-05,0.6716,4.561,-78.85,2.265
10.54,4.159e-05,0.653,4.589,-81.3,2.297
8.806,4.671e-05,0.6222,3.073,-58.39,2.866
16.94,4.235e-05,0.5487,7.498,-71.37,2.259
10.69,4.577e-05,0.5959,4.07,-39.43,2.627
26.02,4.273e-05,0.5229,12.58,-68.95,2.068
10.19,4.527e-05,0.6303,3.429,-9.726,2.972
19.7,4.302e-05,0.544,9.659,-78.97,2.04
44.57,3.986e-05,0.5454,24.82,-95.36,1.796
45.21,3.603e-05,0.5536,22.2,-85.49,2.036
5.33,4.243e-05,0.7759,1.012,-37.41,5.267
10.94,3.708e-05,0.6042,3.883,-78.25,2.817
23.92,4.463e-05,0.5,11.18,-67,2.14
13.93,4.399e-05,0.5998,6.882,-89.5,2.024
14.54,3.46e-05,0.6075,5.935,-132.2,2.45
17.33,4.624e-05,0.5678,9.054,-74.95,1.914
20.33,4.58e-05,0.5301,9.697,-66.68,2.097
30.29,3.819e-05,0.5335,15.48,-138.9,1.957
8.879,4.702e-05,0.6469,3.06,-42.3,2.902
15.43,3.775e-05,0.5971,6.485,-74.83,2.379
10.77,3.715e-05,0.5941,3.503,-68.42,3.075
38.17,4.775e-05,0.5,21.18,-73.84,1.802
10.56,3.982e-05,0.5645,3.72,-76.25,2.839
49.59,4.181e-05,0.5313,28.48,-83.52,1.741
15.81,4.565e-05,0.518,6.584,-29.59,2.401
23.73,4.456e-05,0.5,10.33,-38.56,2.297
10.42,4.269e-05,0.6097,3.921,-33.84,2.657
