Kmax,Ku,n,halfmax,Vhalf,slope
86590,0.9722,0.9574,392600000,-81.2,0.0002206
466700,0.1925,0.8815,969600000,-98.73,0.0004813
250200,0.1822,0.8274,275300000,-146.8,0.0009088
163700,0.1907,0.8515,251600000,-134.8,0.0006506
41550,0.2189,0.952,170700000,-92.12,0.0002434
104700,0.1087,0.9583,457900000,-164,0.0002287
437100,0.9947,0.859,736900000,-84.68,0.0005932
1367,0.3896,0.9304,4635000,-84.51,0.0002949
252300,0.1256,0.9366,839800000,-129,0.0003004
252000,0.1608,0.8942,582800000,-89.61,0.0004324
437100,0.1933,0.8829,965800000,-188,0.0004526
45780,0.1991,1.013,361100000,-93.66,0.0001268
65800,0.1456,0.9678,323900000,-164.1,0.0002031
136700,0.4341,0.9527,599100000,-86.82,0.0002282
2994,0.232,0.9388,10800000,-92.05,0.0002772
148400,0.9998,0.9573,648300000,-82.9,0.0002289
146.8,0.1534,0.9912,861600,-182.2,0.0001704
120300,0.1536,0.9152,354100000,-164.3,0.0003397
121400,0.9639,0.9512,509700000,-83.04,0.0002382
159600,0.2,0.9564,676100000,-92.73,0.0002361
348600,0.4239,0.9101,949600000,-87.79,0.0003671
262000,0.05657,0.9489,1e+09,-102.6,0.000262
40100,0.2311,0.9913,252300000,-91.24,0.0001589
83060,0.1491,0.9238,263800000,-154.3,0.0003149
243200,0.2754,0.9465,982500000,-90.77,0.0002475
283400,0.1766,0.8585,456800000,-91.74,0.0006204
132100,0.1444,0.9383,473500000,-89.79,0.000279
65.78,0.1441,1.082,927300,-147.8,7.094e-05
67820,0.9611,0.9489,276800000,-80.84,0.000245
5346,0.1349,0.9716,26130000,-174.2,0.0002046
106200,0.9999,0.9177,335400000,-81.28,0.0003166
60470,0.1447,0.9335,198500000,-150.3,0.0003046
3e+05,0.1491,0.9258,9.8e+08,-94.61,0.0003061
203.1,0.1491,0.9817,1147000,-178.3,0.0001771
22060,0.2809,0.9649,106700000,-90.21,0.0002067
153100,0.1884,0.8879,357600000,-171.7,0.0004281
190700,0.9998,0.9543,869900000,-81.48,0.0002192
60060,0.1049,0.9508,265200000,-153.8,0.0002265
113800,0.9999,0.9971,762700000,-82.8,0.0001492
188500,0.1488,0.9679,941300000,-177.8,0.0002003
383400,0.2963,0.8773,760700000,-90.83,0.000504
153300,0.9983,0.9374,569300000,-82.6,0.0002693
37150,0.9953,0.9928,245300000,-83.62,0.0001514
207.5,0.1496,0.9484,836500,-176.2,0.0002481
268600,0.132,0.9257,856300000,-110.5,0.0003137
84360,0.149,0.9327,293200000,-153.1,0.0002877
176200,0.1698,0.9381,660500000,-171.9,0.0002668
71.19,0.3961,0.9995,451000,-87.56,0.0001578
63450,0.1665,0.9494,260300000,-103.6,0.0002438
22110,0.9999,0.9723,111300000,-82.15,0.0001987
238800,0.1128,0.9461,959700000,-173.2,0.0002488
149200,0.1417,0.9435,556800000,-89.95,0.000268
144900,0.3713,0.9094,397200000,-87.95,0.0003648
403400,0.1717,0.8921,948700000,-160.6,0.0004252
108700,0.9798,0.9547,485800000,-83.9,0.0002238
60.98,0.08413,1.032,519700,-163.6,0.0001173
97650,0.9973,1.001,712900000,-82.42,0.000137
41370,0.9919,0.9871,259100000,-80.55,0.0001597
157600,0.38,0.9853,968700000,-87.66,0.0001627
115000,0.3437,0.9041,288500000,-88.67,0.0003986
317800,0.1266,0.8875,684700000,-89.65,0.0004641
241300,0.3764,0.9411,899800000,-87.45,0.0002682
163700,0.1446,0.895,370800000,-162.3,0.0004415
11070,0.3082,0.9788,61220000,-88.55,0.0001808
99170,0.9926,0.9351,336500000,-82.76,0.0002947
168200,0.3816,0.9393,631500000,-87.95,0.0002663
101500,0.1545,0.9273,335500000,-151.3,0.0003025
304500,0.1583,0.9152,9.13e+08,-112,0.0003335
424100,0.1868,0.8981,999900000,-151.1,0.0004241
94.36,1,0.9834,497300,-102.9,0.0001897
67820,0.4284,0.9658,3.3e+08,-85.27,0.0002055
48.01,0.5595,1.065,580400,-86.14,8.272e-05
158300,0.3329,0.9597,712200000,-88.32,0.0002223
32.22,0.7526,1.112,586300,-79.19,5.495e-05
134100,0.0855,0.9539,565500000,-106.1,0.0002371
109300,0.8245,0.9182,330800000,-84.68,0.0003304
64800,0.08284,0.9953,420100000,-168.9,0.0001542
236100,0.405,0.8929,551900000,-86.91,0.0004278
194900,0.6956,0.9356,710200000,-85.29,0.0002744
428900,0.1572,0.8956,999500000,-170.3,0.0004291
54020,0.1984,0.9263,175500000,-95.35,0.0003078
59250,0.9999,0.9343,213200000,-83.25,0.0002779
82.11,0.1517,1.021,622600,-166.1,0.0001319
427.2,0.1405,0.9951,2744000,-183,0.0001557
227100,0.185,0.8762,460200000,-160.9,0.0004935
327400,0.1573,0.9124,967200000,-163.1,0.0003385
