ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
6018,1.733,3474,1.358,6276,1.481,17260,0.9922,632.9,1.443,20060,1.572,940.3,1.835
9190,1.395,3754,1.395,26670,0.5294,31600,1.033,742.5,1.783,45270,1.983,644.1,1.848
6792,0.784,6154,0.6985,4087,1.399,14130,0.8198,642.4,1.719,30170,0.8824,846.9,1.6
9501,0.9279,4462,0.8957,4401,1.427,25260,0.7766,671.8,1.795,52670,0.8493,621.8,1.386
6624,1.435,3438,1.275,14760,0.5809,10050,1.762,741.9,1.887,37240,0.98,910.6,1.461
6847,1.513,10210,0.6378,8901,0.7453,33170,0.7745,697.2,1.568,52820,0.7613,866.4,1.826
14170,1.473,7072,0.8589,5506,1.115,424500000,1.397,708.7,1.507,35050,0.9559,846.4,1.514
39120,0.787,4224,1.41,3106,1.493,8488,1.873,755.5,1.792,32280,0.9801,732.1,1.77
22030,0.5987,20630,0.8211,3206,1.28,6226,1.947,711.4,1.937,16700,1.122,653.1,1.966
7336,1.239,6150,1.148,9552,0.9664,9920,1.893,671.2,1.849,10180,1.989,928.7,1.169
6352,1.336,3562,1.115,6647,1.418,9342,1.752,632.5,1.622,10180,1.989,909.8,1.177
4948,1.665,5685,0.8737,5814,0.9484,17190,1.15,657.6,1.637,530700,0.5537,919.8,1.66
7436,1.354,5338,1.414,5678,0.8838,17190,1.15,736.4,1.697,219400,0.6274,1003,1.746
20360,0.8074,5569,1.028,5232,1.151,65400,1.414,621.2,1.976,287000,0.6075,959.6,1.574
12280,0.9466,3769,1.094,6037,1.578,89470,1.671,624.8,1.853,425100,0.5855,920.4,1.597
3523,1.691,3376,1.251,3759,1.841,437900000,1.344,631.3,1.818,91510,0.6395,940.6,1.661
29700,0.577,5332,1.222,5672,1.234,128700,1.273,587.7,1.693,230300,0.5559,1104,0.8972
45080,0.6587,3159,1.126,13590,0.6762,199400,1.308,646.8,1.948,129500,0.6306,831.9,1.449
8878,0.9897,4436,0.815,5846,0.8769,9769,1.508,670,1.706,44540,0.7787,773.2,1.59
7281,1.571,3643,1.239,7870,0.8741,7977,1.78,788.8,1.995,119700,0.6658,863.5,1.198
7494,1.664,5563,0.818,20410,0.5878,7191,1.807,751.9,1.92,295600,0.5431,659.2,1.24
28220,0.6479,3268,1.41,33670,0.5257,9896,1.707,630.4,1.386,28480,0.7712,934.4,1.917
