ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
1.144e+09,1.5,4.287e+09,0.7029,30470000,1.641,164200000,1.975,110.4,1.058,13400,1.556,135.9,1.427
1093000,1.485,59960,0.5849,727100,1.701,1514000,1.418,106.8,1.32,20010000,1.548,191.7,1.03
20420,0.5952,499400000,0.632,4.001e+09,1.431,11150000,1.953,101.4,1.192,2.034e+09,1.172,188.5,0.9881
9631,0.7693,7235000,0.9872,568300000,1.653,118900,1.907,98.42,0.8119,2193000,0.8175,308.1,0.652
233200000,0.7386,3345,0.9167,17710000,1.931,20230000,1.742,128.3,0.8512,38170,0.8108,166.6,1.297
160900000,1.304,485.5,1.595,12920000,1.909,2.059e+09,1.733,91.27,1.297,80580,0.974,180.1,0.8307
49570,1.821,1.994e+09,1.421,582600000,0.6819,1433000,1.152,104.2,1.404,16670,0.9408,166.3,0.7652
2.6e+07,0.5243,1.64e+09,1.408,4371000,1.471,225800000,0.6093,98.21,1.264,116800,1.114,233.3,0.6476
22310000,0.5125,2.837e+09,1.036,7137,1.829,164700000,0.5083,91.01,1.07,69180000,1.372,112.3,1.216
3.971e+09,1.972,3.628e+09,1.388,22010,1.553,920700000,1.577,96.4,1.152,23270,1.211,205.7,0.7717
698300000,0.8669,123600000,1.498,1.335e+09,1.866,112200000,1.528,105.4,1.104,111100,1.507,150.6,1.012
923700000,0.9989,332800000,1.087,4.768e+09,1.291,958700000,0.672,94.64,1.064,12520000,0.6923,153.5,0.7219
29910000,0.5071,115300,1.325,20170,1.329,350300000,1.372,126.8,0.9732,84120000,1.15,223.7,0.6535
1070000,0.7032,46830,0.737,1093,1.786,7.603e+09,1.329,101.7,0.9747,29780000,1.03,89.28,0.5987
6.78e+09,0.9407,823.9,1.351,764200000,1.471,8451000,0.5987,95.06,1.109,343200,1.352,102.9,0.9101
743300,1.492,3.897e+09,0.7533,35410000,0.5322,180300,0.6993,120.6,0.9078,44930000,1.818,186.8,1.251
31980000,1.473,474300,0.5474,2920000,1.732,133800,1.801,107.7,1.21,720100000,0.5111,199.4,1.456
673200000,0.5377,20360000,0.7596,44970000,1.101,3699,1.059,104,1.267,1.429e+09,1.82,214.4,1.332
3433000,1.811,887400,1.873,897200000,1.373,31460000,1.487,88.27,0.974,5763000,1.451,137.5,1.033
4031000,1.536,52740,1.891,2.348e+09,0.7227,176600000,1.864,108.3,0.9853,184100,0.6625,131.8,1.067
613300000,1.088,390500,0.9492,815200000,1.19,1407000,1.181,105.4,0.9621,2651,1.914,103,1.376
726600,0.6083,129100000,1.521,937400,0.9753,6.046e+09,0.7089,105.2,1.109,7273000,1.048,82.79,0.935
89960,0.8199,124200000,1.01,37730000,1.917,1.334e+09,0.907,98.78,0.9495,128400,0.6507,168.7,0.8426
654900,0.8888,101200000,0.9207,3329000,1.354,1205000,1.464,89.82,1.195,53430,0.6733,186,0.8745
3.388e+09,0.9209,3.516e+09,1.464,5153000,1.107,281400,1.681,78.98,1.407,5230000,0.5439,155,1.196
140500,0.5359,39160000,1.793,252800,0.7542,905800000,1.123,83.33,0.8364,3.278e+09,1.095,254.3,0.5557
684400,0.7651,721400000,0.6684,164700,0.5719,2.45e+08,1.322,81.12,1.1,10410000,1.9,281.2,0.7802
2846,1.071,98330,1.053,20650,1.134,22100,1.626,90.58,0.8464,2.741e+09,1.124,177.7,0.9749
14130,1.432,4.47e+09,0.7985,51760,0.5739,1316000,1.299,88.16,1.047,2967,1.707,187,0.8135
112300000,1.118,13970000,1.69,8043,1.893,973700,1.053,102,1.145,25040,0.92,167.9,0.6551
2571,1.37,22700,0.7569,2465,1.279,5062000,1.064,110.5,1.271,1052000,0.5009,195.4,1.185
34470000,1.601,98020000,0.9341,8093000,0.9513,2.232e+09,1.738,98.91,1.196,320700000,1.253,91.15,1.714
544400000,0.8302,35980000,0.804,823900,1.1,2.5e+09,1.906,88.02,0.9825,1.008e+09,1.198,114.1,1.172
1.02e+08,1.987,130200000,0.5105,51460,0.7931,222600000,1.14,93.81,1.462,740800,0.6495,226,0.8927
15060000,1.217,1.69e+08,1.834,28110000,1.457,3338000,0.6008,82.57,1.52,428800,1.403,258,0.7694
11620,1.745,874,1.493,7530000,1.335,1013000,1.048,88.81,1.439,63900,1.775,209.4,0.9386
2441,1.485,122400,1.799,337000,1.602,108800,1.199,104.5,1.51,3112000,0.7826,222.1,1.339
2722,1.063,1118,1.61,1618000,0.8916,97940000,0.5576,111.4,1.176,150200000,0.9727,121.5,1.671
419100000,0.8308,2439,1.032,446900,1.052,2833000,1.394,91.38,0.9925,1.006e+09,1.456,128.2,0.5335
33560000,1.553,2608,1.102,1.114e+09,1.669,9.752e+09,0.6815,107.6,0.8483,28360,1.452,139.2,1.027
3006000,1.987,264300000,1.313,96470,1.146,33130,0.8908,106.3,1.128,184900,0.9295,139.3,1.181
3737000,0.5481,1993,1.297,113300,1.661,6.756e+09,1.61,91.21,1.309,84910000,0.5648,199.8,1.315
157400,1.943,11470,1.005,3458,1.27,2.63e+08,1.983,111.8,0.9979,9144,1.068,188.7,1.095
17640000,1.92,2757,0.8005,1639000,1.838,4029000,1.708,100.3,1.228,2558000,1.393,123.1,1.876
1.487e+09,1.207,7765,0.5632,82480000,1.669,753200000,1.503,106.8,0.948,1.052e+09,1.983,98.25,1.199
513400000,1.093,846.9,1.981,6.404e+09,1.005,4331,1.511,94.99,1.318,3604000,0.7179,158.8,1.186
