hERG_IC50,hERG_h,hERG_Bmax
81.13,1.026,99
71.76,1.144,99
70.23,1.113,99
69.03,1.075,99
76.53,0.9907,99
70.34,1.014,99
78.01,0.9486,99
65.75,0.9973,99
75.1,1.083,99
78.49,0.9862,99
76.87,1.027,99
70.27,1.014,99
81.89,1.179,99
72.32,0.9457,99
72.65,1.106,99
79.56,1.087,99
66.67,1.048,99
83.11,1.017,99
79.48,1.101,99
78.54,1.083,99
78.53,1.108,99
81.98,0.9894,99
72.98,0.9603,99
78,1.009,99
73.91,0.9866,99
77.6,1.03,99
80.37,0.9602,99
77.42,1.128,99
75.86,1.118,99
67.54,1.298,99
82.23,1.143,99
68.45,0.9761,99
69.57,0.9824,99
64.42,1.084,99
73.68,0.9373,99
78.32,0.9221,99
73.5,1.168,99
78.35,1.108,99
73.1,1.106,99
80.14,1.194,99
75.14,0.9931,99
68.59,1.101,99
70.19,1.08,99
75.7,1.037,99
76.74,1.103,99
70.48,0.9622,99
79.11,1.106,99
75.07,0.9895,99
70.55,1.115,99
81.51,1.092,99
74.78,0.985,99
87.95,1.059,99
79,1.088,99
66.57,1.136,99
72.95,1.071,99
71.37,1.077,99
72.25,1.108,99
75.42,0.9898,99
69.25,0.9622,99
77.46,1.095,99
72.69,1.12,99
73.36,1.043,99
68.38,1.117,99
70.77,1.082,99
77.25,1.024,99
81.44,1.027,99
67.03,0.9814,99
74.84,1.04,99
72.62,1.01,96.58
73.48,1.093,99
79.21,0.9734,99
67.31,1.013,99
74.49,1.122,99
64.34,0.9465,99
65.57,1.012,99
72.22,1.17,99
75.96,1.103,99
70.99,1.019,99
82.55,1.008,99
73.16,1.057,99
76.46,1.118,99
80.96,0.9414,99
77.55,1.014,99
78.37,1.045,99
71.03,0.9615,99
63.92,1.108,99
72.94,1.103,99
78.97,1.036,99
76.2,1.151,99
74.14,0.9759,99
66.71,0.967,99
90.45,1.139,99
74.09,0.8999,99
75.59,0.9586,99
80.2,1.118,99
70.75,1.045,99
71.64,1.096,99
68.63,1.044,99
78.52,1.036,99
78.26,0.9889,99
58.44,1.188,90.48
79.77,1.048,99
65.84,1.027,99
69.33,1.096,99
81.38,1.039,99
71.76,0.9959,99
85.55,1.075,99
77.18,0.9781,99
81.84,1.049,99
75.72,1.025,99
82.38,1.216,99
77.76,1.079,99
69.86,1.004,99
59.14,1.003,99
74.79,1.146,99
82.73,1.098,99
74.14,1.1,99
58.46,0.9976,99
69.85,0.9539,99
67,1.185,99
75.93,1.072,99
62.56,1.136,99
79.83,1.191,99
73.08,1.102,99
83.23,1.084,99
85.37,1.126,99
74.16,0.9745,99
80.71,1.006,99
73.15,1.12,99
