ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h,hERG_IC50,hERG_h
15480,1.497,8709,0.5511,796.6,0.876,0.3773,1.101
77560,0.6318,5324,0.5611,749.2,0.9014,0.6179,1.196
26190,1.379,4579,0.793,709.6,1.031,1.828e-09,0.7337
18470,1.513,8044,0.7143,843.3,0.9254,0.0001363,0.7144
21350,1.062,5472,0.5218,899.8,0.9078,4.513e-10,0.6037
23710,1.166,4036,1.388,723.5,0.8308,0.001967,1.679
30400,1.175,8776,0.5973,779.6,0.9742,8.2e-06,1.742
92130,1.667,8520,0.7028,733.1,0.8568,0.06231,1.478
52190,0.6024,4015,1.003,874.7,0.9402,1.846,1.762
29660,1.635,6324,0.8451,773.9,1.041,1.145,1.77
19360,1.575,3292,0.7711,732.4,0.9338,1.285,1.622
374300,0.7554,7053,0.7997,856.9,0.944,1.565,1.752
370400,0.7536,5594,0.9951,789.9,0.925,1.585,1.695
385400,1.547,7041,1.337,768.9,1.006,1.438,1.556
42570,0.8779,7515,0.8644,816.4,1.325,0.83,1.725
40010,1.068,6820,0.5863,847.5,0.9121,9.547e-08,1.095
66940,0.7425,6474,0.5974,747.5,0.8933,9.49e-08,1.945
60770,0.7082,13680,0.6428,713.8,0.9939,3.276e-10,1.244
23570,1.578,4460,0.7631,727.4,1.242,5.108e-05,1.769
21600,1.729,6630,1.237,906.8,1.116,0.01436,1.143
21270,1.721,3930,0.9287,819.8,1.182,1.457e-05,1.236
37660,1.002,2343,0.6909,870.9,1.339,4.665e-07,1.576
23780,1.383,10960,0.8532,1148,1.215,3.321e-08,1.136
24330,1.203,6081,0.5136,848.9,0.7808,8.31e-08,1.41
40660,0.9736,9502,1.305,705,0.7303,1.171e-08,1.059
67710,0.5585,5976,0.8929,795.9,1.029,0.5905,1.404
76350,0.6314,6008,1.703,622.4,1.292,4.247e-08,1.432
98060,0.6036,20530,0.6861,901.1,1.155,1.549,1.987
24720,1.789,11410,0.9589,1030,0.9335,8.434e-09,1.065
16390,1.776,7641,1.787,711.9,0.9791,0.0004594,1.935
79750,0.7778,4447,0.6612,864.8,0.8437,0.14,0.9618
25040,1.407,3941,1.073,823.8,1.051,0.348,0.9699
34050,1.269,7981,1.331,911.5,1.036,0.2321,1.039
21200,1.96,3268,0.8833,824.1,1.239,0.4747,1.082
21200,1.766,7840,1.924,779,0.895,0.1555,0.8188
20440,1.557,7793,0.9598,828.1,1.351,0.6836,1.542
38210,0.8165,6776,0.6667,887.2,1.178,1.118,1.553
61770,0.701,7916,1.598,754.9,0.8773,0.912,1.548
21350,1.267,21570,0.811,858.6,0.9052,1.18,1.608
20710,1.449,13990,0.7238,886.5,0.9256,0.2229,1.042
18520,1.478,14100,1.356,814.5,0.8459,0.5763,1.774
45390,0.8612,12380,0.7833,879.8,0.8652,1.011,1.538
29260,1.583,10810,0.5097,918.2,0.8954,1.274,1.795
